Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.0,50499,1,50499.0,50499.0,50499,50499,0.0,PushPop,:model.layers.7.mlp.down_proj
0.0,50479,1,50479.0,50479.0,50479,50479,0.0,PushPop,:model.layers.6.self_attn.v_proj
0.0,50430,1,50430.0,50430.0,50430,50430,0.0,PushPop,:model.layers.10.mlp.down_proj
0.0,50119,1,50119.0,50119.0,50119,50119,0.0,PushPop,:model.layers.23.mlp.up_proj
0.0,50049,1,50049.0,50049.0,50049,50049,0.0,PushPop,:model.layers.5.mlp.up_proj
0.0,50040,1,50040.0,50040.0,50040,50040,0.0,PushPop,:model.layers.12.mlp.down_proj
0.0,50040,1,50040.0,50040.0,50040,50040,0.0,PushPop,:model.layers.15.mlp.down_proj
0.0,50030,1,50030.0,50030.0,50030,50030,0.0,PushPop,:model.layers.14.mlp.down_proj
0.0,49960,1,49960.0,49960.0,49960,49960,0.0,PushPop,:model.layers.17.mlp.up_proj
0.0,49750,1,49750.0,49750.0,49750,49750,0.0,PushPop,:model.layers.19.mlp.up_proj
0.0,49720,1,49720.0,49720.0,49720,49720,0.0,PushPop,:model.layers.6.self_attn.k_proj
0.0,49619,1,49619.0,49619.0,49619,49619,0.0,PushPop,:model.layers.13.self_attn.v_proj
0.0,49470,1,49470.0,49470.0,49470,49470,0.0,PushPop,:model.layers.11.mlp.down_proj
0.0,49370,1,49370.0,49370.0,49370,49370,0.0,PushPop,:model.layers.13.self_attn.k_proj
0.0,49360,1,49360.0,49360.0,49360,49360,0.0,PushPop,:model.layers.22.self_attn.k_proj
0.0,49320,1,49320.0,49320.0,49320,49320,0.0,PushPop,:model.layers.10.self_attn.k_proj
0.0,49260,1,49260.0,49260.0,49260,49260,0.0,PushPop,:model.layers.25.mlp.down_proj
0.0,49250,1,49250.0,49250.0,49250,49250,0.0,PushPop,:model.layers.26.self_attn.k_proj
0.0,49220,1,49220.0,49220.0,49220,49220,0.0,PushPop,:model.layers.9.self_attn.k_proj
0.0,49179,1,49179.0,49179.0,49179,49179,0.0,PushPop,:model.layers.27.self_attn.v_proj
0.0,49159,1,49159.0,49159.0,49159,49159,0.0,PushPop,:model.layers.1.self_attn.k_proj
0.0,49129,1,49129.0,49129.0,49129,49129,0.0,PushPop,:model.layers.4.self_attn.v_proj
0.0,49019,1,49019.0,49019.0,49019,49019,0.0,PushPop,:model.layers.21.self_attn.v_proj
0.0,48950,1,48950.0,48950.0,48950,48950,0.0,PushPop,:model.layers.3.self_attn.k_proj
0.0,48840,1,48840.0,48840.0,48840,48840,0.0,PushPop,:model.layers.15.self_attn.k_proj
0.0,48830,1,48830.0,48830.0,48830,48830,0.0,PushPop,:model.layers.7.self_attn.k_proj
0.0,48570,1,48570.0,48570.0,48570,48570,0.0,PushPop,:model.layers.4.self_attn.k_proj
0.0,48560,1,48560.0,48560.0,48560,48560,0.0,PushPop,:model.layers.7.mlp.up_proj
0.0,48519,1,48519.0,48519.0,48519,48519,0.0,PushPop,:model.layers.9.mlp.up_proj
0.0,48469,1,48469.0,48469.0,48469,48469,0.0,PushPop,:model.layers.2.self_attn.v_proj
0.0,48439,1,48439.0,48439.0,48439,48439,0.0,PushPop,:model.layers.14.self_attn.k_proj
0.0,48420,1,48420.0,48420.0,48420,48420,0.0,PushPop,:model.layers.20.self_attn.v_proj
0.0,48390,1,48390.0,48390.0,48390,48390,0.0,PushPop,:model.layers.10.self_attn.v_proj
0.0,48340,1,48340.0,48340.0,48340,48340,0.0,PushPop,:model.layers.12.self_attn.k_proj
0.0,48289,1,48289.0,48289.0,48289,48289,0.0,PushPop,:model.layers.20.self_attn.k_proj
0.0,48030,1,48030.0,48030.0,48030,48030,0.0,PushPop,:model.layers.8.mlp.up_proj
0.0,47940,1,47940.0,47940.0,47940,47940,0.0,PushPop,:model.layers.7.self_attn.v_proj
0.0,47929,1,47929.0,47929.0,47929,47929,0.0,PushPop,:model.layers.16.self_attn.v_proj
0.0,47900,1,47900.0,47900.0,47900,47900,0.0,PushPop,:model.layers.16.self_attn.k_proj
0.0,47900,1,47900.0,47900.0,47900,47900,0.0,PushPop,:model.layers.23.self_attn.v_proj
0.0,47840,1,47840.0,47840.0,47840,47840,0.0,PushPop,:model.layers.19.self_attn.v_proj
0.0,47699,1,47699.0,47699.0,47699,47699,0.0,PushPop,:model.layers.15.mlp.up_proj
0.0,47630,1,47630.0,47630.0,47630,47630,0.0,PushPop,:model.layers.24.self_attn.k_proj
0.0,47590,1,47590.0,47590.0,47590,47590,0.0,PushPop,:model.layers.11.self_attn.k_proj
0.0,47569,1,47569.0,47569.0,47569,47569,0.0,PushPop,:model.layers.11.self_attn.v_proj
0.0,47480,1,47480.0,47480.0,47480,47480,0.0,PushPop,:model.layers.15.self_attn.v_proj
0.0,47469,1,47469.0,47469.0,47469,47469,0.0,PushPop,:model.layers.2.mlp.up_proj
0.0,47270,1,47270.0,47270.0,47270,47270,0.0,PushPop,:model.layers.0.mlp.up_proj
0.0,47270,1,47270.0,47270.0,47270,47270,0.0,PushPop,:model.layers.8.self_attn.v_proj
0.0,47260,1,47260.0,47260.0,47260,47260,0.0,PushPop,:model.layers.22.self_attn.v_proj
0.0,47220,1,47220.0,47220.0,47220,47220,0.0,PushPop,:model.layers.25.self_attn.v_proj
0.0,47180,1,47180.0,47180.0,47180,47180,0.0,PushPop,:model.layers.12.self_attn.v_proj
0.0,46770,1,46770.0,46770.0,46770,46770,0.0,PushPop,:model.layers.18.self_attn.v_proj
0.0,46360,1,46360.0,46360.0,46360,46360,0.0,PushPop,:model.layers.11.mlp.up_proj
0.0,45300,1,45300.0,45300.0,45300,45300,0.0,PushPop,:model.layers.13.mlp.up_proj
0.0,44350,1,44350.0,44350.0,44350,44350,0.0,PushPop,:model.layers.4.mlp.up_proj
0.0,44180,1,44180.0,44180.0,44180,44180,0.0,PushPop,:model.layers.27.mlp.up_proj
0.0,44130,1,44130.0,44130.0,44130,44130,0.0,PushPop,:model.layers.10.mlp.up_proj
0.0,43550,1,43550.0,43550.0,43550,43550,0.0,PushPop,:model.layers.6.mlp.up_proj
0.0,43469,1,43469.0,43469.0,43469,43469,0.0,PushPop,:model.layers.25.mlp.up_proj
0.0,43330,1,43330.0,43330.0,43330,43330,0.0,PushPop,:model.layers.20.mlp.up_proj
0.0,43290,1,43290.0,43290.0,43290,43290,0.0,PushPop,:model.layers.21.mlp.up_proj
0.0,42990,1,42990.0,42990.0,42990,42990,0.0,PushPop,:model.layers.22.mlp.up_proj
0.0,42870,1,42870.0,42870.0,42870,42870,0.0,PushPop,:model.layers.14.mlp.up_proj
0.0,42720,1,42720.0,42720.0,42720,42720,0.0,PushPop,:model.layers.18.mlp.up_proj
0.0,42280,1,42280.0,42280.0,42280,42280,0.0,PushPop,:model.layers.12.mlp.up_proj
0.0,42169,1,42169.0,42169.0,42169,42169,0.0,PushPop,:model.layers.16.mlp.up_proj
0.0,42060,1,42060.0,42060.0,42060,42060,0.0,PushPop,:model.layers.24.mlp.up_proj
0.0,41360,1,41360.0,41360.0,41360,41360,0.0,PushPop,:model.layers.13.mlp.act_fn
0.0,39969,1,39969.0,39969.0,39969,39969,0.0,PushPop,:model.layers.11.mlp.act_fn
0.0,39830,1,39830.0,39830.0,39830,39830,0.0,PushPop,:model.layers.15.mlp.act_fn
0.0,36999,1,36999.0,36999.0,36999,36999,0.0,PushPop,:model.layers.0.mlp.act_fn
0.0,35390,1,35390.0,35390.0,35390,35390,0.0,PushPop,:model.layers.19.mlp.act_fn
0.0,30140,1,30140.0,30140.0,30140,30140,0.0,PushPop,:model.layers.17.mlp.act_fn
0.0,26470,1,26470.0,26470.0,26470,26470,0.0,PushPop,:model.layers.8.mlp.act_fn
0.0,26140,1,26140.0,26140.0,26140,26140,0.0,PushPop,:model.layers.1.mlp.act_fn
0.0,26049,1,26049.0,26049.0,26049,26049,0.0,PushPop,:model.layers.2.mlp.act_fn
0.0,24600,1,24600.0,24600.0,24600,24600,0.0,PushPop,:model.layers.6.mlp.act_fn
0.0,24469,1,24469.0,24469.0,24469,24469,0.0,PushPop,:model.layers.27.mlp.act_fn
0.0,24330,1,24330.0,24330.0,24330,24330,0.0,PushPop,:model.layers.20.mlp.act_fn
0.0,24250,1,24250.0,24250.0,24250,24250,0.0,PushPop,:model.layers.23.mlp.act_fn
0.0,24220,1,24220.0,24220.0,24220,24220,0.0,PushPop,:model.layers.21.mlp.act_fn
0.0,23970,1,23970.0,23970.0,23970,23970,0.0,PushPop,:model.layers.4.mlp.act_fn
0.0,23930,1,23930.0,23930.0,23930,23930,0.0,PushPop,:model.layers.3.mlp.act_fn
0.0,23869,1,23869.0,23869.0,23869,23869,0.0,PushPop,:model.layers.25.mlp.act_fn
0.0,23510,1,23510.0,23510.0,23510,23510,0.0,PushPop,:model.layers.5.mlp.act_fn
0.0,23340,1,23340.0,23340.0,23340,23340,0.0,PushPop,:model.layers.7.mlp.act_fn
0.0,23300,1,23300.0,23300.0,23300,23300,0.0,PushPop,:model.layers.12.mlp.act_fn
0.0,23230,1,23230.0,23230.0,23230,23230,0.0,PushPop,:model.layers.10.mlp.act_fn
0.0,23090,1,23090.0,23090.0,23090,23090,0.0,PushPop,:model.layers.18.mlp.act_fn
0.0,23020,1,23020.0,23020.0,23020,23020,0.0,PushPop,:model.layers.22.mlp.act_fn
0.0,23020,1,23020.0,23020.0,23020,23020,0.0,PushPop,:model.layers.26.mlp.act_fn
0.0,22820,1,22820.0,22820.0,22820,22820,0.0,PushPop,:model.layers.24.mlp.act_fn
0.0,22770,1,22770.0,22770.0,22770,22770,0.0,PushPop,:model.layers.16.mlp.act_fn
0.0,22590,1,22590.0,22590.0,22590,22590,0.0,PushPop,:model.layers.14.mlp.act_fn
